"","thread_post","user","date_proc","image","postnum","quote","join_date","likes","nonquote_image"
"249","#32319","nahneun","Jan 11, 2018 at 3:44 PM",0,9162284,0,"Feb 25, 2009",2,0
"250","#32320","Spehsmonkey","Jan 11, 2018 at 3:47 PM",0,9162287,1,"Apr 21, 2014",1,-1
"251","#32321","ChronBong","Jan 11, 2018 at 3:49 PM",0,9162291,1,"Jan 6, 2012",NA,-1
"252","#32322","oulipien","Jan 11, 2018 at 3:54 PM",0,9162299,0,"Dec 29, 2015",2,0
"253","#32323","in stitches","Jan 11, 2018 at 4:31 PM",0,9162361,0,"Oct 10, 2010",NA,0
"254","#32324","cocostella","Jan 11, 2018 at 4:36 PM",1,9162368,0,"May 9, 2007",1,1
"255","#32325","WBaker","Jan 11, 2018 at 4:38 PM",0,9162371,0,"Jan 5, 2010",14,0
"256","#32326","RegisDB9","Jan 11, 2018 at 5:31 PM",0,9162444,1,"Oct 15, 2010",NA,-1
"257","#32327","conceptual 4est","Jan 11, 2018 at 8:06 PM",0,9162719,0,"Jul 24, 2012",9,0
"258","#32328","Spehsmonkey","Jan 11, 2018 at 8:15 PM",0,9162727,0,"Apr 21, 2014",NA,0
"259","#32329","Mr. Moo","Jan 11, 2018 at 8:45 PM",0,9162772,1,"Nov 25, 2008",4,-1
"260","#32330","RegisDB9","Jan 11, 2018 at 8:46 PM",0,9162775,1,"Oct 15, 2010",2,-1
"261","#32331","RegisDB9","Jan 11, 2018 at 8:47 PM",0,9162780,1,"Oct 15, 2010",NA,-1
"262","#32332","Man with Apple","Jan 11, 2018 at 9:03 PM",0,9162801,1,"Nov 3, 2010",3,-1
"263","#32333","Spehsmonkey","Jan 11, 2018 at 9:07 PM",1,9162808,0,"Apr 21, 2014",1,1
"264","#32334","Jonas251","Jan 11, 2018 at 9:58 PM",0,9162882,0,"Apr 30, 2017",3,0
"265","#32335","e0d9n0b5","Jan 11, 2018 at 10:13 PM",0,9162899,1,"May 21, 2010",4,-1
"266","#32336","ChronBong","Jan 11, 2018 at 10:20 PM",0,9162908,0,"Jan 6, 2012",NA,0
"267","#32337","robinsongreen68","Jan 12, 2018 at 2:05 AM",0,9163065,0,"Sep 25, 2006",NA,0
"268","#32338","conceptual 4est","Jan 12, 2018 at 3:14 AM",1,9163081,0,"Jul 24, 2012",23,1
"269","#32339","headytopper125","Jan 12, 2018 at 5:53 AM",0,9163135,1,"Sep 11, 2017",12,-1
"270","#32340","Jonas251","Jan 12, 2018 at 6:06 AM",0,9163146,0,"Apr 30, 2017",1,0
"271","#32341","FrankCowperwood","Jan 12, 2018 at 6:11 AM",1,9163148,0,"May 23, 2011",1,1
"272","#32342","Lorcan7","Jan 12, 2018 at 9:08 AM",0,9163329,0,"May 5, 2012",47,0
"273","#32343","cocostella","Jan 12, 2018 at 9:18 AM",1,9163344,0,"May 9, 2007",1,1
"274","#32344","KamoteJoe","Jan 12, 2018 at 9:42 AM",0,9163385,0,"Jul 19, 2013",36,0
"275","#32345","oulipien","Jan 12, 2018 at 10:11 AM",0,9163437,0,"Dec 29, 2015",NA,0
"276","#32346","robinsongreen68","Jan 12, 2018 at 10:27 AM",0,9163461,0,"Sep 25, 2006",1,0
"277","#32347","kbadgley84","Jan 12, 2018 at 10:37 AM",0,9163477,1,"Feb 3, 2014",NA,-1
"278","#32348","Mr. Moo","Jan 12, 2018 at 10:38 AM",0,9163480,1,"Nov 25, 2008",NA,-1
"279","#32349","Mr. Moo","Jan 12, 2018 at 10:44 AM",0,9163488,0,"Nov 25, 2008",NA,0
"280","#32350","KamoteJoe","Jan 12, 2018 at 10:52 AM",0,9163501,1,"Jul 19, 2013",33,-1
"281","#32351","e0d9n0b5","Jan 12, 2018 at 10:55 AM",0,9163508,0,"May 21, 2010",2,0
"282","#32352","Mr. Moo","Jan 12, 2018 at 10:55 AM",0,9163510,1,"Nov 25, 2008",NA,-1
"283","#32353","Jonas251","Jan 12, 2018 at 10:57 AM",0,9163512,1,"Apr 30, 2017",3,-1
"284","#32354","kbadgley84","Jan 12, 2018 at 11:02 AM",1,9163519,0,"Feb 3, 2014",3,1
"285","#32355","Lohikaarme","Jan 12, 2018 at 11:10 AM",0,9163533,0,"Mar 19, 2013",36,0
"286","#32356","Mr. Moo","Jan 12, 2018 at 11:20 AM",0,9163547,1,"Nov 25, 2008",NA,-1
"287","#32357","e0d9n0b5","Jan 12, 2018 at 11:25 AM",1,9163556,0,"May 21, 2010",NA,1
"288","#32358","il_colonnello","Jan 12, 2018 at 11:31 AM",0,9163567,1,"Jan 15, 2009",19,-1
"289","#32359","justridiculous","Jan 12, 2018 at 11:36 AM",0,9163573,0,"Jan 16, 2015",NA,0
"290","#32360","Mr. Moo","Jan 12, 2018 at 11:37 AM",0,9163575,1,"Nov 25, 2008",NA,-1
"291","#32361","troika","Jan 12, 2018 at 11:37 AM",0,9163580,0,"Nov 15, 2011",NA,0
"292","#32362","KamoteJoe","Jan 12, 2018 at 11:44 AM",0,9163589,0,"Jul 19, 2013",NA,0
"293","#32363","Mr. Moo","Jan 12, 2018 at 11:48 AM",0,9163596,1,"Nov 25, 2008",NA,-1
"294","#32364","e0d9n0b5","Jan 12, 2018 at 11:49 AM",0,9163598,1,"May 21, 2010",NA,-1
"295","#32365","il_colonnello","Jan 12, 2018 at 11:50 AM",0,9163602,0,"Jan 15, 2009",12,0
"296","#32366","Mr. Moo","Jan 12, 2018 at 11:50 AM",0,9163604,1,"Nov 25, 2008",NA,-1
"297","#32367","e0d9n0b5","Jan 12, 2018 at 11:53 AM",0,9163609,0,"May 21, 2010",NA,0
"298","#32368","Mr. Moo","Jan 12, 2018 at 11:53 AM",0,9163611,1,"Nov 25, 2008",NA,-1
"299","#32369","nahneun","Jan 12, 2018 at 11:56 AM",0,9163619,1,"Feb 25, 2009",16,-1
"300","#32370","e0d9n0b5","Jan 12, 2018 at 12:04 PM",0,9163643,0,"May 21, 2010",2,0
"301","#32371","tobiasfunke","Jan 12, 2018 at 12:08 PM",1,9163647,0,"Sep 27, 2011",3,1
"302","#32372","KamoteJoe","Jan 12, 2018 at 12:12 PM",0,9163656,0,"Jul 19, 2013",8,0
"303","#32373","Mr. Moo","Jan 12, 2018 at 12:18 PM",0,9163670,1,"Nov 25, 2008",NA,-1
"304","#32374","e0d9n0b5","Jan 12, 2018 at 12:21 PM",0,9163677,0,"May 21, 2010",1,0
"305","#32375","Dr Huh?","Jan 12, 2018 at 12:34 PM",0,9163696,1,"Mar 14, 2009",5,-1
"306","#32376","Benesyed","Jan 12, 2018 at 12:40 PM",0,9163701,0,"Aug 9, 2010",3,0
"307","#32377","Mr. Moo","Jan 12, 2018 at 12:44 PM",1,9163707,1,"Nov 25, 2008",NA,0
"308","#32378","thatoneguy","Jan 12, 2018 at 12:47 PM",0,9163718,0,"Feb 17, 2010",7,0
"309","#32379","Mr. Moo","Jan 12, 2018 at 12:49 PM",0,9163719,0,"Nov 25, 2008",NA,0
"310","#32380","Mr. Moo","Jan 12, 2018 at 12:54 PM",0,9163733,0,"Nov 25, 2008",NA,0
"311","#32381","RegisDB9","Jan 12, 2018 at 1:17 PM",0,9163777,0,"Oct 15, 2010",2,0
"312","#32382","jet","Jan 12, 2018 at 1:31 PM",1,9163797,0,"Jun 9, 2006",2,1
"313","#32383","kindofyoung","Jan 12, 2018 at 1:36 PM",0,9163812,0,"Jan 30, 2012",42,0
"314","#32384","cocostella","Jan 12, 2018 at 1:39 PM",0,9163824,1,"May 9, 2007",NA,-1
"315","#32385","kbadgley84","Jan 12, 2018 at 1:41 PM",0,9163828,0,"Feb 3, 2014",13,0
"316","#32386","e0d9n0b5","Jan 12, 2018 at 1:56 PM",1,9163845,0,"May 21, 2010",4,1
"317","#32387","blue peter","Jan 12, 2018 at 1:59 PM",0,9163850,0,"Jul 7, 2015",32,0
"318","#32388","troika","Jan 12, 2018 at 2:42 PM",0,9163907,0,"Nov 15, 2011",8,0
"319","#32389","eazye","Jan 12, 2018 at 3:45 PM",0,9163959,0,"Feb 28, 2009",NA,0
"320","#32390","Mr. Moo","Jan 12, 2018 at 3:48 PM",0,9163964,0,"Nov 25, 2008",NA,0
"321","#32391","eazye","Jan 12, 2018 at 3:49 PM",0,9163966,0,"Feb 28, 2009",NA,0
"322","#32392","Mr. Moo","Jan 12, 2018 at 3:55 PM",1,9163976,0,"Nov 25, 2008",NA,1
"323","#32393","WBaker","Jan 12, 2018 at 4:09 PM",1,9163990,0,"Jan 5, 2010",26,1
"324","#32394","berlin report","Jan 12, 2018 at 4:29 PM",0,9164013,1,"Mar 12, 2006",69,-1
"325","#32395","kindofyoung","Jan 12, 2018 at 5:40 PM",0,9164099,0,"Jan 30, 2012",NA,0
"326","#32396","GT-R","Jan 12, 2018 at 6:29 PM",0,9164149,0,"Sep 30, 2017",NA,0
"327","#32397","kashmir","Jan 12, 2018 at 6:50 PM",0,9164176,1,"Oct 5, 2010",4,-1
"328","#32398","penanceroyaltea","Jan 12, 2018 at 7:06 PM",0,9164196,1,"Jan 27, 2012",NA,-1
"329","#32399","il_colonnello","Jan 13, 2018 at 12:58 AM",0,9164373,1,"Jan 15, 2009",NA,-1
"330","#32400","Fuuma","Jan 13, 2018 at 10:08 AM",0,9164707,0,"Dec 20, 2004",2,0
"331","#32401","Fuuma","Jan 13, 2018 at 10:10 AM",1,9164709,0,"Dec 20, 2004",2,1
"332","#32402","Benesyed","Jan 13, 2018 at 10:13 AM",0,9164710,1,"Aug 9, 2010",6,-1
"333","#32403","Fuuma","Jan 13, 2018 at 10:16 AM",1,9164714,0,"Dec 20, 2004",4,1
"334","#32404","KamoteJoe","Jan 13, 2018 at 10:20 AM",1,9164718,1,"Jul 19, 2013",30,0
"335","#32405","Mr. Moo","Jan 13, 2018 at 11:16 AM",1,9164770,0,"Nov 25, 2008",1,1
"336","#32406","#dadcore","Jan 13, 2018 at 11:23 AM",1,9164778,0,"Apr 22, 2017",18,1
"337","#32407","Dirt","Jan 13, 2018 at 12:13 PM",1,9164840,1,"Mar 2, 2016",24,0
"338","#32408","Fuuma","Jan 13, 2018 at 12:38 PM",0,9164869,1,"Dec 20, 2004",NA,-1
"339","#32409","Fuuma","Jan 13, 2018 at 12:41 PM",0,9164874,1,"Dec 20, 2004",2,-1
"340","#32410","Benesyed","Jan 13, 2018 at 2:45 PM",0,9164972,0,"Aug 9, 2010",1,0
"341","#32411","WBaker","Jan 13, 2018 at 3:03 PM",0,9164991,1,"Jan 5, 2010",NA,-1
"342","#32412","Patrick R","Jan 13, 2018 at 3:41 PM",1,9165025,0,"Sep 29, 2011",NA,1
"343","#32413","ghdvfddzgzdzg","Jan 13, 2018 at 3:52 PM",0,9165032,1,"May 3, 2010",28,-1
"344","#32414","#dadcore","Jan 13, 2018 at 3:57 PM",0,9165042,0,"Apr 22, 2017",NA,0
"345","#32415","WBaker","Jan 13, 2018 at 4:55 PM",0,9165078,0,"Jan 5, 2010",1,0
"346","#32416","navetsea","Jan 13, 2018 at 5:58 PM",0,9165139,0,"Dec 31, 2014",8,0
"347","#32417","WBaker","Jan 13, 2018 at 6:54 PM",1,9165185,1,"Jan 5, 2010",2,0
"348","#32418","NGOStudio","Jan 13, 2018 at 7:20 PM",0,9165192,1,"Apr 12, 2017",1,-1
"349","#32419","kbadgley84","Jan 13, 2018 at 8:32 PM",1,9165251,0,"Feb 3, 2014",1,1
"350","#32420","flipstah","Jan 13, 2018 at 9:23 PM",0,9165277,0,"Oct 31, 2017",2,0
"351","#32421","flowcharts","Jan 13, 2018 at 9:36 PM",0,9165283,0,"May 21, 2014",2,0
"352","#32422","penanceroyaltea","Jan 13, 2018 at 11:24 PM",1,9165330,0,"Jan 27, 2012",5,1
"353","#32423","Thrift Vader","Jan 14, 2018 at 2:36 AM",0,9165359,0,"Sep 27, 2014",6,0
"354","#32424","santaclara","Jan 14, 2018 at 3:45 AM",0,9165373,0,"Jul 21, 2014",13,0
"355","#32425","Thrift Vader","Jan 14, 2018 at 5:54 AM",0,9165429,1,"Sep 27, 2014",NA,-1
"356","#32426","flipstah","Jan 14, 2018 at 7:02 AM",0,9165473,1,"Oct 31, 2017",1,-1
"357","#32427","stoptryinghard","Jan 14, 2018 at 8:11 AM",1,9165531,1,"Jan 26, 2017",2,0
"358","#32428","Dr Huh?","Jan 14, 2018 at 8:59 AM",1,9165591,1,"Mar 14, 2009",1,0
"359","#32429","Fuuma","Jan 14, 2018 at 9:27 AM",0,9165616,1,"Dec 20, 2004",1,-1
"360","#32430","Fuuma","Jan 14, 2018 at 9:30 AM",0,9165621,0,"Dec 20, 2004",1,0
"361","#32431","Fuuma","Jan 14, 2018 at 9:38 AM",1,9165632,1,"Dec 20, 2004",1,0
"362","#32432","flipstah","Jan 14, 2018 at 9:38 AM",0,9165634,1,"Oct 31, 2017",5,-1
"363","#32433","berlin report","Jan 14, 2018 at 10:05 AM",0,9165665,1,"Mar 12, 2006",1,-1
"364","#32434","Fuuma","Jan 14, 2018 at 12:18 PM",0,9165824,1,"Dec 20, 2004",2,-1
"365","#32435","flipstah","Jan 14, 2018 at 12:31 PM",0,9165835,0,"Oct 31, 2017",NA,0
"366","#32436","Fuuma","Jan 14, 2018 at 12:36 PM",1,9165842,0,"Dec 20, 2004",1,1
"367","#32437","RothLadder","Jan 14, 2018 at 2:47 PM",1,9166012,0,"Jan 14, 2018",12,1
"368","#32438","WBaker","Jan 14, 2018 at 3:43 PM",1,9166059,0,"Jan 5, 2010",42,1
"369","#32439","deathrayromano","Jan 14, 2018 at 3:53 PM",0,9166067,0,"Oct 1, 2017",14,0
"370","#32440","msg","Jan 14, 2018 at 3:56 PM",0,9166070,1,"Apr 4, 2010",NA,-1
"371","#32441","RegisDB9","Jan 14, 2018 at 4:26 PM",0,9166101,0,"Oct 15, 2010",NA,0
"372","#32442","cocostella","Jan 14, 2018 at 4:29 PM",0,9166106,0,"May 9, 2007",2,0
"373","#32443","FrankCowperwood","Jan 14, 2018 at 4:29 PM",0,9166107,0,"May 23, 2011",NA,0
"374","#32444","WBaker","Jan 14, 2018 at 4:32 PM",1,9166112,0,"Jan 5, 2010",NA,1
"375","#32445","blue peter","Jan 14, 2018 at 4:36 PM",0,9166120,0,"Jul 7, 2015",29,0
"376","#32446","FrankCowperwood","Jan 14, 2018 at 5:35 PM",1,9166230,0,"May 23, 2011",2,1
"377","#32447","Preemo","Jan 15, 2018 at 1:20 AM",0,9166608,0,"May 4, 2013",32,0
"378","#32448","Thrift Vader","Jan 15, 2018 at 4:16 AM",1,9166646,0,"Sep 27, 2014",NA,1
"379","#32449","Benesyed","Jan 15, 2018 at 4:29 AM",0,9166650,0,"Aug 9, 2010",8,0
"380","#32450","Thrift Vader","Jan 15, 2018 at 4:50 AM",1,9166656,0,"Sep 27, 2014",NA,1
"381","#32451","SimonT","Jan 15, 2018 at 6:12 AM",0,9166705,0,"Jun 1, 2009",33,0
"382","#32452","Thrift Vader","Jan 15, 2018 at 6:21 AM",0,9166712,0,"Sep 27, 2014",NA,0
"383","#32453","RothLadder","Jan 15, 2018 at 7:47 AM",0,9166754,1,"Jan 14, 2018",NA,-1
"384","#32454","SimonT","Jan 15, 2018 at 7:50 AM",0,9166758,0,"Jun 1, 2009",NA,0
"385","#32455","RegisDB9","Jan 15, 2018 at 9:25 AM",0,9166895,0,"Oct 15, 2010",NA,0
"386","#32456","SimonT","Jan 15, 2018 at 9:47 AM",1,9166921,0,"Jun 1, 2009",3,1
"387","#32457","KamoteJoe","Jan 15, 2018 at 10:01 AM",0,9166945,0,"Jul 19, 2013",49,0
"388","#32458","Thrift Vader","Jan 15, 2018 at 10:03 AM",0,9166949,0,"Sep 27, 2014",NA,0
"389","#32459","Mr. Moo","Jan 15, 2018 at 10:07 AM",1,9166956,1,"Nov 25, 2008",1,0
"390","#32460","g transistor","Jan 15, 2018 at 10:17 AM",0,9166972,0,"Jun 1, 2009",6,0
"391","#32461","ethanm","Jan 15, 2018 at 10:18 AM",0,9166975,0,"Oct 22, 2011",9,0
"392","#32462","Thrift Vader","Jan 15, 2018 at 10:24 AM",0,9166977,1,"Sep 27, 2014",NA,-1
"393","#32463","nahneun","Jan 15, 2018 at 10:26 AM",0,9166980,1,"Feb 25, 2009",4,-1
"394","#32464","Mr. Moo","Jan 15, 2018 at 10:29 AM",0,9166985,0,"Nov 25, 2008",NA,0
"395","#32465","KamoteJoe","Jan 15, 2018 at 10:41 AM",0,9167000,0,"Jul 19, 2013",1,0
"396","#32466","Thrift Vader","Jan 15, 2018 at 10:47 AM",0,9167006,1,"Sep 27, 2014",1,-1
"397","#32467","e0d9n0b5","Jan 15, 2018 at 11:18 AM",0,9167042,0,"May 21, 2010",28,0
"398","#32468","Thrift Vader","Jan 15, 2018 at 11:26 AM",0,9167054,1,"Sep 27, 2014",NA,-1
"399","#32469","nahneun","Jan 15, 2018 at 11:29 AM",0,9167064,1,"Feb 25, 2009",3,-1
"400","#32470","Thrift Vader","Jan 15, 2018 at 11:53 AM",0,9167090,0,"Sep 27, 2014",1,0
"401","#32471","nahneun","Jan 15, 2018 at 11:56 AM",1,9167094,1,"Feb 25, 2009",2,0
"402","#32472","e0d9n0b5","Jan 15, 2018 at 12:00 PM",0,9167102,0,"May 21, 2010",10,0
"403","#32473","Thrift Vader","Jan 15, 2018 at 12:01 PM",0,9167104,0,"Sep 27, 2014",1,0
"404","#32474","Coldsnap","Jan 15, 2018 at 12:02 PM",0,9167109,0,"Oct 12, 2008",2,0
"405","#32475","erictheobscure","Jan 15, 2018 at 12:06 PM",0,9167117,0,"Feb 18, 2008",4,0
"406","#32476","Thrift Vader","Jan 15, 2018 at 12:11 PM",0,9167124,0,"Sep 27, 2014",2,0
"407","#32477","K. Nights","Jan 15, 2018 at 1:13 PM",1,9167225,0,"May 7, 2010",13,1
"408","#32478","gettoasty","Jan 15, 2018 at 1:42 PM",0,9167261,0,"Feb 8, 2010",7,0
"409","#32479","Benesyed","Jan 15, 2018 at 1:43 PM",1,9167264,0,"Aug 9, 2010",NA,1
"410","#32480","Benesyed","Jan 15, 2018 at 1:58 PM",0,9167284,1,"Aug 9, 2010",28,-1
"411","#32481","Mr. Moo","Jan 15, 2018 at 2:03 PM",0,9167293,0,"Nov 25, 2008",4,0
"412","#32482","gettoasty","Jan 15, 2018 at 2:04 PM",1,9167296,0,"Feb 8, 2010",5,1
"413","#32483","RegisDB9","Jan 15, 2018 at 2:39 PM",1,9167348,0,"Oct 15, 2010",44,1
"414","#32484","kbadgley84","Jan 15, 2018 at 2:59 PM",0,9167369,0,"Feb 3, 2014",26,0
"415","#32485","in stitches","Jan 15, 2018 at 10:38 PM",1,9167906,1,"Oct 10, 2010",2,0
"416","#32486","Benesyed","Jan 16, 2018 at 1:03 AM",1,9167970,0,"Aug 9, 2010",20,1
"417","#32487","Thrift Vader","Jan 16, 2018 at 3:52 AM",0,9168059,0,"Sep 27, 2014",NA,0
"418","#32488","cocostella","Jan 16, 2018 at 5:31 AM",0,9168110,0,"May 9, 2007",4,0
"419","#32489","nahneun","Jan 16, 2018 at 6:15 AM",1,9168160,0,"Feb 25, 2009",6,1
"420","#32490","beepbop","Jan 16, 2018 at 6:40 AM",0,9168195,0,"Aug 11, 2014",33,0
"421","#32491","RothLadder","Jan 16, 2018 at 7:07 AM",0,9168221,0,"Jan 14, 2018",1,0
"422","#32492","Thrift Vader","Jan 16, 2018 at 7:36 AM",1,9168259,0,"Sep 27, 2014",1,1
"423","#32493","Cotton Dockers","Jan 16, 2018 at 7:46 AM",1,9168275,1,"Nov 23, 2011",36,0
"424","#32494","Mr. Moo","Jan 16, 2018 at 9:47 AM",0,9168454,1,"Nov 25, 2008",NA,-1
"425","#32495","beepbop","Jan 16, 2018 at 9:54 AM",1,9168459,1,"Aug 11, 2014",NA,0
"426","#32496","Mr. Moo","Jan 16, 2018 at 10:04 AM",1,9168472,1,"Nov 25, 2008",2,0
"427","#32497","Thrift Vader","Jan 16, 2018 at 10:19 AM",0,9168497,0,"Sep 27, 2014",NA,0
"428","#32498","nahneun","Jan 16, 2018 at 11:32 AM",0,9168610,0,"Feb 25, 2009",38,0
"429","#32499","1969","Jan 16, 2018 at 12:31 PM",1,9168698,0,"May 23, 2007",NA,1
"430","#32500","ghdvfddzgzdzg","Jan 16, 2018 at 12:40 PM",0,9168717,0,"May 3, 2010",48,0
"431","#32501","e0d9n0b5","Jan 16, 2018 at 1:14 PM",1,9168811,0,"May 21, 2010",1,1
"432","#32502","falgfalg","Jan 16, 2018 at 1:38 PM",0,9168849,1,"Sep 9, 2015",12,-1
"433","#32503","Cotton Dockers","Jan 16, 2018 at 1:44 PM",0,9168856,0,"Nov 23, 2011",1,0
"434","#32504","ghdvfddzgzdzg","Jan 16, 2018 at 1:54 PM",0,9168876,0,"May 3, 2010",1,0
"435","#32505","Mr. Moo","Jan 16, 2018 at 2:04 PM",0,9168893,0,"Nov 25, 2008",NA,0
"436","#32506","Benesyed","Jan 16, 2018 at 2:27 PM",0,9168936,0,"Aug 9, 2010",12,0
"437","#32507","Mr. Moo","Jan 16, 2018 at 2:34 PM",0,9168952,0,"Nov 25, 2008",NA,0
"438","#32508","Benesyed","Jan 16, 2018 at 2:40 PM",0,9168963,0,"Aug 9, 2010",NA,0
"439","#32509","ghdvfddzgzdzg","Jan 16, 2018 at 3:12 PM",0,9169006,0,"May 3, 2010",NA,0
"440","#32510","Mr. Moo","Jan 16, 2018 at 3:13 PM",1,9169008,0,"Nov 25, 2008",NA,1
"441","#32511","RegisDB9","Jan 16, 2018 at 6:06 PM",1,9169243,0,"Oct 15, 2010",32,1
"442","#32512","Benesyed","Jan 17, 2018 at 4:20 AM",0,9169721,0,"Aug 9, 2010",12,0
"443","#32513","robinsongreen68","Jan 17, 2018 at 4:33 AM",0,9169725,1,"Sep 25, 2006",NA,-1
"444","#32514","Thrift Vader","Jan 17, 2018 at 4:43 AM",0,9169730,0,"Sep 27, 2014",NA,0
"445","#32515","Thrift Vader","Jan 17, 2018 at 4:56 AM",1,9169740,0,"Sep 27, 2014",NA,1
"446","#32516","Betelgeuse","Jan 17, 2018 at 6:43 AM",1,9169832,0,"Sep 25, 2012",17,1
"447","#32517","flipstah","Jan 17, 2018 at 9:29 AM",1,9170115,1,"Oct 31, 2017",NA,0
"448","#32518","kbadgley84","Jan 17, 2018 at 9:47 AM",1,9170142,0,"Feb 3, 2014",NA,1
"449","#32519","KamoteJoe","Jan 17, 2018 at 9:48 AM",0,9170144,1,"Jul 19, 2013",18,-1
"450","#32520","Betelgeuse","Jan 17, 2018 at 10:37 AM",0,9170211,0,"Sep 25, 2012",NA,0
"451","#32521","Sriracha","Jan 17, 2018 at 11:36 AM",0,9170287,0,"Jun 24, 2013",35,0
"452","#32522","nahneun","Jan 17, 2018 at 11:40 AM",0,9170299,1,"Feb 25, 2009",13,-1
"453","#32523","Sriracha","Jan 17, 2018 at 11:49 AM",0,9170311,1,"Jun 24, 2013",NA,-1
"454","#32524","falgfalg","Jan 17, 2018 at 11:53 AM",0,9170320,0,"Sep 9, 2015",NA,0
"455","#32525","FrankCowperwood","Jan 17, 2018 at 12:05 PM",1,9170334,0,"May 23, 2011",1,1
"456","#32526","OccultaVexillum","Jan 17, 2018 at 12:09 PM",1,9170348,0,"Aug 1, 2013",25,1
"457","#32527","Citaro","Jan 17, 2018 at 1:26 PM",0,9170510,0,"Mar 14, 2017",51,0
"458","#32528","robinsongreen68","Jan 17, 2018 at 3:48 PM",0,9170705,1,"Sep 25, 2006",NA,-1
"459","#32529","MGoCrimson","Jan 17, 2018 at 3:50 PM",0,9170708,0,"Aug 3, 2013",3,0
"460","#32530","troika","Jan 17, 2018 at 4:07 PM",0,9170724,0,"Nov 15, 2011",5,0
"461","#32531","Mr. Moo","Jan 17, 2018 at 4:08 PM",0,9170727,1,"Nov 25, 2008",1,-1
"462","#32532","in stitches","Jan 17, 2018 at 7:01 PM",0,9171012,1,"Oct 10, 2010",1,-1
"463","#32533","Parker","Jan 17, 2018 at 7:06 PM",1,9171022,0,"Jan 9, 2005",2,1
"464","#32534","Zamb","Jan 17, 2018 at 7:12 PM",1,9171035,0,"May 9, 2013",31,1
"465","#32535","beepbop","Jan 18, 2018 at 1:26 PM",0,9172083,0,"Aug 11, 2014",25,0
"466","#32536","nahneun","Jan 18, 2018 at 1:27 PM",1,9172086,1,"Feb 25, 2009",2,0
"467","#32537","baltimoron","Jan 18, 2018 at 2:30 PM",0,9172161,0,"Jan 14, 2012",15,0
"468","#32538","nahneun","Jan 18, 2018 at 2:35 PM",1,9172167,0,"Feb 25, 2009",NA,1
"469","#32539","zissou","Jan 18, 2018 at 2:45 PM",0,9172181,0,"Aug 15, 2008",39,0
"470","#32540","e0d9n0b5","Jan 18, 2018 at 2:55 PM",0,9172192,0,"May 21, 2010",9,0
"471","#32541","Mr. Moo","Jan 18, 2018 at 4:27 PM",0,9172293,0,"Nov 25, 2008",NA,0
"472","#32542","ShoutOutsFoMyBo","Jan 18, 2018 at 4:29 PM",1,9172301,0,"May 13, 2012",18,1
"473","#32543","RegisDB9","Jan 18, 2018 at 4:38 PM",1,9172323,1,"Oct 15, 2010",28,0
"474","#32544","e0d9n0b5","Jan 18, 2018 at 4:45 PM",1,9172337,0,"May 21, 2010",3,1
"475","#32545","deathrayromano","Jan 18, 2018 at 6:07 PM",1,9172494,1,"Oct 1, 2017",11,0
"476","#32546","skeen7908","Jan 18, 2018 at 7:44 PM",1,9172612,0,"Jan 15, 2010",4,1
"477","#32547","Mr. Moo","Jan 18, 2018 at 7:55 PM",1,9172627,0,"Nov 25, 2008",3,1
"478","#32548","colabear","Jan 18, 2018 at 8:02 PM",1,9172634,0,"Nov 22, 2010",6,1
"479","#32549","hendrix","Jan 18, 2018 at 8:54 PM",0,9172692,0,"Apr 19, 2009",22,0
"480","#32550","Mr. Moo","Jan 18, 2018 at 8:56 PM",0,9172693,0,"Nov 25, 2008",1,0
"481","#32551","stoptryinghard","Jan 18, 2018 at 9:08 PM",0,9172707,1,"Jan 26, 2017",NA,-1
"482","#32552","kbadgley84","Jan 18, 2018 at 9:27 PM",0,9172724,0,"Feb 3, 2014",NA,0
"483","#32553","colabear","Jan 18, 2018 at 10:13 PM",1,9172748,1,"Nov 22, 2010",1,0
"484","#32554","javy","Jan 18, 2018 at 11:59 PM",1,9172790,0,"Feb 20, 2012",1,1
"485","#32555","ThaiToast","Jan 19, 2018 at 1:45 AM",0,9172832,0,"Jan 31, 2014",32,0
"486","#32556","Benesyed","Jan 19, 2018 at 5:27 AM",1,9172914,0,"Aug 9, 2010",NA,1
"487","#32557","KamoteJoe","Jan 19, 2018 at 8:46 AM",1,9173184,0,"Jul 19, 2013",29,1
"488","#32558","benjamin2","Jan 19, 2018 at 8:55 AM",1,9173199,0,"Jan 19, 2018",1,1
"489","#32559","kindofyoung","Jan 19, 2018 at 9:08 AM",0,9173218,0,"Jan 30, 2012",36,0
"490","#32560","Dr Huh?","Jan 19, 2018 at 9:42 AM",1,9173267,0,"Mar 14, 2009",9,1
"491","#32561","flipstah","Jan 19, 2018 at 11:40 AM",1,9173448,0,"Oct 31, 2017",4,1
"492","#32562","Zamb","Jan 19, 2018 at 12:29 PM",1,9173529,0,"May 9, 2013",19,1
"493","#32563","#dadcore","Jan 19, 2018 at 1:07 PM",0,9173580,1,"Apr 22, 2017",38,-1
"494","#32564","hendrix","Jan 19, 2018 at 1:48 PM",1,9173657,0,"Apr 19, 2009",NA,1
"495","#32565","Betelgeuse","Jan 19, 2018 at 4:00 PM",0,9173798,0,"Sep 25, 2012",14,0
"496","#32566","Mr. Moo","Jan 19, 2018 at 4:02 PM",0,9173801,0,"Nov 25, 2008",NA,0
